,ANO_BO,BO_INICIADO,BO_EMITIDO,DATAOCORRENCIA,HORAOCORRENCIA,PERIDOOCORRENCIA,DATACOMUNICACAO,DATAELABORACAO,FLAGRANTE,LOGRADOURO,NUMERO,CIDADE,UF,LATITUDE,LONGITUDE,DESCRICAOLOCAL,SOLUCAO,DELEGACIA_NOME,DELEGACIA_CIRCUNSCRICAO,ESPECIE,RUBRICA,STATUS,geometry
5336,2021,2021-07-31 18:32:46,2021-07-31 19:58:28,31/07/2021,12:30:00,A TARDE,2021-07-31 00:00:00,2021-07-31 18:32:46,Não,RUA SAO JERONIMO DOS POCOES,769.0,S.PAULO,SP,-23.4690101489999,-46.7203166899999,Via pública,BO PARA INVESTIGAÇÃO,87º D.P. V. P. BARRETO,87º D.P. V. P. BARRETO,Título II - Patrimônio (arts. 155 a 183),Extorsão (art. 158) - PESSOA,Consumado,POINT (-46.7203166899999 -23.4690101489999)
5338,2021,2021-07-31 18:32:46,2021-07-31 19:58:28,31/07/2021,12:30:00,A TARDE,2021-07-31 00:00:00,2021-07-31 18:32:46,Não,RUA SAO JERONIMO DOS POCOES,769.0,S.PAULO,SP,-23.4690101489999,-46.7203166899999,Via pública,BO PARA INVESTIGAÇÃO,87º D.P. V. P. BARRETO,87º D.P. V. P. BARRETO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7203166899999 -23.4690101489999)
5350,2021,2021-07-31 21:16:24,2021-07-31 21:52:24,31/07/2021,18:42:00,A NOITE,2021-07-31 00:00:00,2021-07-31 21:16:24,Não,AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PER,5220.0,S.PAULO,SP,-23.669164203,-46.635261651,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,"27º DP ""DR. IGNÁCIO FRANCISCO""",97º D.P. AMERICANOPOLIS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.635261651 -23.669164203)
3,2021,2021-07-31 23:48:19,2021-08-01 00:35:13,31/07/2021,11:15:00,PELA MANHÃ,2021-07-31 00:00:00,2021-07-31 23:48:19,Não,AVENIDA ALEXANDRE MACKENZIE,813.0,S.PAULO,SP,-23.5388674948852,-46.7525539241311,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,33º D.P. PIRITUBA,93º D.P. JAGUARÉ,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7525539241311 -23.5388674948852)
7,2021,2021-08-01 00:56:16,2021-08-01 00:56:16,31/07/2021,,A TARDE,2021-07-31 00:00:00,2021-08-01 00:56:16,Sim,Praça Oswaldo Luiz da Silveira,10.0,S.PAULO,SP,-23.6222436,-46.4684779,Via pública,BO PARA FLAGRANTE,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,POINT (-46.4684779 -23.6222436)
10,2021,2021-08-01 00:56:16,2021-08-01 00:56:16,31/07/2021,,A TARDE,2021-07-31 00:00:00,2021-08-01 00:56:16,Sim,Praça Oswaldo Luiz da Silveira,10.0,S.PAULO,SP,-23.6222436,-46.4684779,Via pública,BO PARA FLAGRANTE,49º D.P. SAO MATEUS,55º D.P. PARQUE S.RAFAEL,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4684779 -23.6222436)
16,2021,2021-08-01 03:34:16,2021-08-01 03:34:16,31/07/2021,20:11:00,A NOITE,2021-07-31 00:00:00,2021-08-01 03:34:16,Sim,RUA BATISTA FERGUSIO,333.0,S.ANDRE,SP,-23.623273152,-46.508660215,Via pública,BO PARA FLAGRANTE,69º D.P. TEOTONIO VILELA,70º D.P. VILA EMA,Localização e/ou Devolução,Entrega de veículo localizado/apreendido,Consumado,POINT (-46.508660215 -23.623273152)
18,2021,2021-08-01 03:34:16,2021-08-01 03:34:16,31/07/2021,20:11:00,A NOITE,2021-07-31 00:00:00,2021-08-01 03:34:16,Sim,RUA BATISTA FERGUSIO,333.0,S.ANDRE,SP,-23.623273152,-46.508660215,Via pública,BO PARA FLAGRANTE,69º D.P. TEOTONIO VILELA,70º D.P. VILA EMA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.508660215 -23.623273152)
20,2021,2021-08-01 00:20:32,2021-08-01 04:51:51,31/07/2021,21:20:00,A NOITE,2021-08-01 00:00:00,2021-08-01 00:20:32,Sim,RUA PIRAPORA,10.0,S.PAULO,SP,-23.5526252813325,-46.4204374569914,Via pública,BO PARA FLAGRANTE,53º D.P. PARQUE DO CARMO,44º D.P. GUAIANAZES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4204374569914 -23.5526252813325)
22,2021,2021-08-01 00:20:32,2021-08-01 04:51:51,31/07/2021,21:20:00,A NOITE,2021-08-01 00:00:00,2021-08-01 00:20:32,Sim,RUA PIRAPORA,10.0,S.PAULO,SP,-23.5526252813325,-46.4204374569914,Via pública,BO PARA FLAGRANTE,53º D.P. PARQUE DO CARMO,44º D.P. GUAIANAZES,Título II - Patrimônio (arts. 155 a 183),Receptação (art. 180) - VEICULO,Consumado,POINT (-46.4204374569914 -23.5526252813325)
24,2021,2021-08-01 00:20:32,2021-08-01 04:51:51,31/07/2021,21:20:00,A NOITE,2021-08-01 00:00:00,2021-08-01 00:20:32,Sim,RUA PIRAPORA,10.0,S.PAULO,SP,-23.5526252813325,-46.4204374569914,Via pública,BO PARA FLAGRANTE,53º D.P. PARQUE DO CARMO,44º D.P. GUAIANAZES,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4204374569914 -23.5526252813325)
35,2021,2021-08-01 01:59:47,2021-08-01 11:37:43,31/07/2021,21:00:00,A NOITE,2021-08-01 00:00:00,2021-08-01 01:59:47,Sim,RUA ESTEVAO RIBEIRO GARCIA,90.0,S.PAULO,SP,-23.4963857958594,-46.3910944672269,Via pública,BO PARA FLAGRANTE,50º D.P. ITAIM PAULISTA,50º D.P. ITAIM PAULISTA,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,POINT (-46.3910944672269 -23.4963857958594)
37,2021,2021-08-01 01:59:47,2021-08-01 11:37:43,31/07/2021,21:00:00,A NOITE,2021-08-01 00:00:00,2021-08-01 01:59:47,Sim,RUA ESTEVAO RIBEIRO GARCIA,90.0,S.PAULO,SP,-23.4963857958594,-46.3910944672269,Via pública,BO PARA FLAGRANTE,50º D.P. ITAIM PAULISTA,50º D.P. ITAIM PAULISTA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.3910944672269 -23.4963857958594)
39,2021,2021-08-01 01:59:47,2021-08-01 11:37:43,31/07/2021,21:00:00,A NOITE,2021-08-01 00:00:00,2021-08-01 01:59:47,Sim,RUA ESTEVAO RIBEIRO GARCIA,90.0,S.PAULO,SP,-23.4963857958594,-46.3910944672269,Via pública,BO PARA FLAGRANTE,50º D.P. ITAIM PAULISTA,50º D.P. ITAIM PAULISTA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.3910944672269 -23.4963857958594)
43,2021,2021-08-01 01:59:47,2021-08-01 11:37:43,31/07/2021,21:00:00,A NOITE,2021-08-01 00:00:00,2021-08-01 01:59:47,Sim,RUA ESTEVAO RIBEIRO GARCIA,90.0,S.PAULO,SP,-23.4963857958594,-46.3910944672269,Via pública,BO PARA FLAGRANTE,50º D.P. ITAIM PAULISTA,50º D.P. ITAIM PAULISTA,Título IX - Paz pública (arts. 286 a 288),Associação Criminosa (art. 288),Consumado,POINT (-46.3910944672269 -23.4963857958594)
45,2021,2021-08-01 10:33:25,2021-08-01 11:45:54,01/08/2021,03:45:00,DE MADRUGADA,2021-08-01 00:00:00,2021-08-01 10:33:25,Não,RUA INACIO MONTEIRO,1391.0,S.PAULO,SP,-23.586167761458,-46.3816149732271,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,53º D.P. PARQUE DO CARMO,44º D.P. GUAIANAZES,Ato infracional,A.I.-Roubo (art. 157) - VEICULO,Consumado,POINT (-46.3816149732271 -23.586167761458)
47,2021,2021-08-01 10:33:25,2021-08-01 11:45:54,01/08/2021,03:45:00,DE MADRUGADA,2021-08-01 00:00:00,2021-08-01 10:33:25,Não,RUA INACIO MONTEIRO,1391.0,S.PAULO,SP,-23.586167761458,-46.3816149732271,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,53º D.P. PARQUE DO CARMO,44º D.P. GUAIANAZES,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.3816149732271 -23.586167761458)
105,2021,2021-08-01 14:01:25,2021-08-01 18:38:24,01/08/2021,12:25:00,A TARDE,2021-08-01 00:00:00,2021-08-01 14:01:25,Não,RUA HENRIQUE BARSOTTI,106.0,S.PAULO,SP,-23.6570269090638,-46.7681641966949,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,89º D.P. JARDIM TABOAO,37º D.P. CAMPO LIMPO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.7681641966949 -23.6570269090638)
107,2021,2021-08-01 14:01:25,2021-08-01 18:38:24,01/08/2021,12:25:00,A TARDE,2021-08-01 00:00:00,2021-08-01 14:01:25,Não,RUA HENRIQUE BARSOTTI,106.0,S.PAULO,SP,-23.6570269090638,-46.7681641966949,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,89º D.P. JARDIM TABOAO,37º D.P. CAMPO LIMPO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7681641966949 -23.6570269090638)
176,2021,2021-08-02 10:38:01,2021-08-02 10:46:55,02/08/2021,06:50:00,PELA MANHÃ,2021-08-02 00:00:00,2021-08-02 10:38:01,Não,AVENIDA ADELIA CHOHFI,100.0,S.PAULO,SP,-23.6120855545198,-46.4764557196607,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,01º DP MAUA-DR.ALFREDO GARBINO,49º D.P. SAO MATEUS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4764557196607 -23.6120855545198)
178,2021,2021-08-02 10:38:01,2021-08-02 10:46:55,02/08/2021,06:50:00,PELA MANHÃ,2021-08-02 00:00:00,2021-08-02 10:38:01,Não,AVENIDA ADELIA CHOHFI,100.0,S.PAULO,SP,-23.6120855545198,-46.4764557196607,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,01º DP MAUA-DR.ALFREDO GARBINO,49º D.P. SAO MATEUS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4764557196607 -23.6120855545198)
197,2021,2021-08-02 13:35:56,2021-08-02 13:35:56,30/07/2021,10:40:00,PELA MANHÃ,2021-08-02 00:00:00,2021-08-02 13:35:56,Não,Estrada de Mogi das Cruzes,0.0,S.PAULO,SP,-23.5141285,-46.4944431,Unidade rural,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.MONTE MOR,24º D.P. PONTE RASA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,POINT (-46.4944431 -23.5141285)
199,2021,2021-08-02 13:35:56,2021-08-02 13:35:56,30/07/2021,10:40:00,PELA MANHÃ,2021-08-02 00:00:00,2021-08-02 13:35:56,Não,Estrada de Mogi das Cruzes,0.0,S.PAULO,SP,-23.5141285,-46.4944431,Unidade rural,ENCAMINHAMENTO DP ÁREA DO FATO,DEL.POL.MONTE MOR,24º D.P. PONTE RASA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4944431 -23.5141285)
206,2021,2021-08-02 13:40:11,2021-08-02 14:11:40,28/07/2021,18:30:00,A NOITE,2021-08-02 00:00:00,2021-08-02 13:40:11,Sim,RUA ANECY ROCHA,985.0,S.PAULO,SP,-23.6091628862249,-46.4349269036385,Via pública,BO PARA ADENDO,DEIC - 3ª DELEGACIA DA DIVECAR,49º D.P. SAO MATEUS,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4349269036385 -23.6091628862249)
208,2021,2021-08-02 13:40:11,2021-08-02 14:11:40,28/07/2021,18:30:00,A NOITE,2021-08-02 00:00:00,2021-08-02 13:40:11,Sim,RUA ANECY ROCHA,985.0,S.PAULO,SP,-23.6091628862249,-46.4349269036385,Via pública,BO PARA ADENDO,DEIC - 3ª DELEGACIA DA DIVECAR,49º D.P. SAO MATEUS,Título II - Patrimônio (arts. 155 a 183),Receptação (art. 180) - OUTROS,Consumado,POINT (-46.4349269036385 -23.6091628862249)
210,2021,2021-08-02 13:40:11,2021-08-02 14:11:40,28/07/2021,18:30:00,A NOITE,2021-08-02 00:00:00,2021-08-02 13:40:11,Sim,RUA ANECY ROCHA,985.0,S.PAULO,SP,-23.6091628862249,-46.4349269036385,Via pública,BO PARA ADENDO,DEIC - 3ª DELEGACIA DA DIVECAR,49º D.P. SAO MATEUS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4349269036385 -23.6091628862249)
237,2021,2021-08-02 15:30:33,2021-08-02 16:13:00,31/07/2021,04:35:00,DE MADRUGADA,2021-08-02 00:00:00,2021-08-02 15:30:33,Não,RUA BERNARDO DOS SANTOS,1.0,S.PAULO,SP,-23.5860624379999,-46.7477248719999,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.SÃO ROQUE,51º D.P. RIO PEQUENO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.7477248719999 -23.5860624379999)
239,2021,2021-08-02 15:30:33,2021-08-02 16:13:00,31/07/2021,04:35:00,DE MADRUGADA,2021-08-02 00:00:00,2021-08-02 15:30:33,Não,RUA BERNARDO DOS SANTOS,1.0,S.PAULO,SP,-23.5860624379999,-46.7477248719999,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,DEL.POL.SÃO ROQUE,51º D.P. RIO PEQUENO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7477248719999 -23.5860624379999)
248,2021,2021-08-02 16:33:10,2021-08-02 17:28:49,02/08/2021,13:57:00,A TARDE,2021-08-02 00:00:00,2021-08-02 16:33:10,Não,RUA BEIRA CAMPOS,8.0,S.PAULO,SP,-23.694600464977,-46.7786572892611,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,47º D.P. CAPAO REDONDO,100º D.P. JDIM HERCULANO,Ato infracional,A.I.-Receptação (art. 180) - VEICULO,Consumado,POINT (-46.7786572892611 -23.694600464977)
250,2021,2021-08-02 16:33:10,2021-08-02 17:28:49,02/08/2021,13:57:00,A TARDE,2021-08-02 00:00:00,2021-08-02 16:33:10,Não,RUA BEIRA CAMPOS,8.0,S.PAULO,SP,-23.694600464977,-46.7786572892611,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,47º D.P. CAPAO REDONDO,100º D.P. JDIM HERCULANO,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.7786572892611 -23.694600464977)
252,2021,2021-08-02 16:33:10,2021-08-02 17:28:49,02/08/2021,13:57:00,A TARDE,2021-08-02 00:00:00,2021-08-02 16:33:10,Não,RUA BEIRA CAMPOS,8.0,S.PAULO,SP,-23.694600464977,-46.7786572892611,Via pública,ENCAM FEBEM/V.INFAN.JUVENTUDE,47º D.P. CAPAO REDONDO,100º D.P. JDIM HERCULANO,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7786572892611 -23.694600464977)
271,2021,2021-08-02 19:00:34,2021-08-02 19:39:46,31/07/2021,19:30:00,A NOITE,2021-08-02 00:00:00,2021-08-02 19:00:34,Não,RUA BRASILINA FONSECA,202.0,S.PAULO,SP,-23.6565101832839,-46.649641496186,Via pública,BO PARA INVESTIGAÇÃO,97º D.P. AMERICANOPOLIS,35º D.P. JABAQUARA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.649641496186 -23.6565101832839)
273,2021,2021-08-02 19:00:34,2021-08-02 19:39:46,31/07/2021,19:30:00,A NOITE,2021-08-02 00:00:00,2021-08-02 19:00:34,Não,RUA BRASILINA FONSECA,202.0,S.PAULO,SP,-23.6565101832839,-46.649641496186,Via pública,BO PARA INVESTIGAÇÃO,97º D.P. AMERICANOPOLIS,35º D.P. JABAQUARA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.649641496186 -23.6565101832839)
284,2021,2021-08-02 21:39:41,2021-08-02 21:39:15,02/08/2021,18:10:00,A NOITE,2021-08-02 00:00:00,2021-08-02 21:39:41,Não,RUA HUGO GUEDES DA CRUZ,120.0,S.PAULO,SP,-23.7224202,-46.6941138,Via Pública,BO PARA INVESTIGAÇÃO,DELEGACIA ELETRONICA,101º D.P. JDIM IMBUIAS,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.6941138 -23.7224202)
291,2021,2021-08-02 22:38:02,2021-08-03 00:00:20,02/08/2021,12:40:00,A TARDE,2021-08-02 00:00:00,2021-08-02 22:38:02,Não,RUA PADRE VIRGILIO CAMPELLO,94.0,S.PAULO,SP,-23.5046430128124,-46.3782728255625,Via pública,BO PARA INVESTIGAÇÃO,50º D.P. ITAIM PAULISTA,50º D.P. ITAIM PAULISTA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.3782728255625 -23.5046430128124)
293,2021,2021-08-02 22:38:02,2021-08-03 00:00:20,02/08/2021,12:40:00,A TARDE,2021-08-02 00:00:00,2021-08-02 22:38:02,Não,RUA PADRE VIRGILIO CAMPELLO,94.0,S.PAULO,SP,-23.5046430128124,-46.3782728255625,Via pública,BO PARA INVESTIGAÇÃO,50º D.P. ITAIM PAULISTA,50º D.P. ITAIM PAULISTA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.3782728255625 -23.5046430128124)
308,2021,2021-08-03 01:52:44,2021-08-03 02:34:07,02/08/2021,18:00:00,A NOITE,2021-08-03 00:00:00,2021-08-03 01:52:44,Não,AVENIDA MARGINAL TIETE DIREITA,500.0,S.PAULO,SP,-23.5159789321803,-46.7304469329784,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,33º D.P. PIRITUBA,33º D.P. PIRITUBA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7304469329784 -23.5159789321803)
322,2021,2021-08-03 02:09:02,2021-08-03 05:47:19,02/08/2021,21:40:00,A NOITE,2021-08-03 00:00:00,2021-08-03 02:09:02,Sim,AVENIDA PEDRO MEIRA,529.0,S.PAULO,SP,-23.5050917888609,-46.4212630066938,Via pública,BO PARA FLAGRANTE,50º D.P. ITAIM PAULISTA,22º D.P. SAO MIGUEL PTA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4212630066938 -23.5050917888609)
324,2021,2021-08-03 02:09:02,2021-08-03 05:47:19,02/08/2021,21:40:00,A NOITE,2021-08-03 00:00:00,2021-08-03 02:09:02,Sim,AVENIDA PEDRO MEIRA,529.0,S.PAULO,SP,-23.5050917888609,-46.4212630066938,Via pública,BO PARA FLAGRANTE,50º D.P. ITAIM PAULISTA,22º D.P. SAO MIGUEL PTA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4212630066938 -23.5050917888609)
329,2021,2021-08-03 02:15:01,2021-08-03 06:51:55,02/08/2021,20:40:00,A NOITE,2021-08-03 00:00:00,2021-08-03 02:15:01,Sim,AVENIDA MIGUEL FRIAS E VASCONCELOS,682.0,S.PAULO,SP,-23.5525358,-46.7433706259999,Via pública,BO PARA FLAGRANTE,91º D.P. CEASA,93º D.P. JAGUARÉ,Localização e/ou Devolução,Localização/Apreensão de objeto,Consumado,POINT (-46.7433706259999 -23.5525358)
333,2021,2021-08-03 02:15:01,2021-08-03 06:51:55,02/08/2021,20:40:00,A NOITE,2021-08-03 00:00:00,2021-08-03 02:15:01,Sim,AVENIDA MIGUEL FRIAS E VASCONCELOS,682.0,S.PAULO,SP,-23.5525358,-46.7433706259999,Via pública,BO PARA FLAGRANTE,91º D.P. CEASA,93º D.P. JAGUARÉ,Localização e/ou Devolução,Localização/Apreensão de veículo,Consumado,POINT (-46.7433706259999 -23.5525358)
337,2021,2021-08-03 02:15:01,2021-08-03 06:51:55,02/08/2021,20:40:00,A NOITE,2021-08-03 00:00:00,2021-08-03 02:15:01,Sim,AVENIDA MIGUEL FRIAS E VASCONCELOS,682.0,S.PAULO,SP,-23.5525358,-46.7433706259999,Via pública,BO PARA FLAGRANTE,91º D.P. CEASA,93º D.P. JAGUARÉ,Título II - Patrimônio (arts. 155 a 183),Extorsão mediante seqüestro (art. 159) - PESSOA,Consumado,POINT (-46.7433706259999 -23.5525358)
341,2021,2021-08-03 02:15:01,2021-08-03 06:51:55,02/08/2021,20:40:00,A NOITE,2021-08-03 00:00:00,2021-08-03 02:15:01,Sim,AVENIDA MIGUEL FRIAS E VASCONCELOS,682.0,S.PAULO,SP,-23.5525358,-46.7433706259999,Via pública,BO PARA FLAGRANTE,91º D.P. CEASA,93º D.P. JAGUARÉ,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7433706259999 -23.5525358)
345,2021,2021-08-03 02:15:01,2021-08-03 06:51:55,02/08/2021,20:40:00,A NOITE,2021-08-03 00:00:00,2021-08-03 02:15:01,Sim,AVENIDA MIGUEL FRIAS E VASCONCELOS,682.0,S.PAULO,SP,-23.5525358,-46.7433706259999,Via pública,BO PARA FLAGRANTE,91º D.P. CEASA,93º D.P. JAGUARÉ,Título IX - Paz pública (arts. 286 a 288),Associação Criminosa (art. 288),Consumado,POINT (-46.7433706259999 -23.5525358)
349,2021,2021-08-03 02:15:01,2021-08-03 06:51:55,02/08/2021,20:40:00,A NOITE,2021-08-03 00:00:00,2021-08-03 02:15:01,Sim,AVENIDA MIGUEL FRIAS E VASCONCELOS,682.0,S.PAULO,SP,-23.5525358,-46.7433706259999,Via pública,BO PARA FLAGRANTE,91º D.P. CEASA,93º D.P. JAGUARÉ,Título X - Fé pública (arts. 289 a 311),Adulteração de sinal identificador de veículo automotor (art. 311),Consumado,POINT (-46.7433706259999 -23.5525358)
412,2021,2021-08-03 15:23:39,2021-08-03 15:23:39,02/08/2021,22:45:00,A NOITE,2021-08-03 00:00:00,2021-08-03 15:23:39,Não,Rua Walter Galetto,100.0,S.PAULO,SP,-23.566485,-46.4860785,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,66º D.P. JDIM ARICANDUVA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4860785 -23.566485)
414,2021,2021-08-03 15:23:39,2021-08-03 15:23:39,02/08/2021,22:45:00,A NOITE,2021-08-03 00:00:00,2021-08-03 15:23:39,Não,Rua Walter Galetto,100.0,S.PAULO,SP,-23.566485,-46.4860785,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,66º D.P. JDIM ARICANDUVA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4860785 -23.566485)
416,2021,2021-08-03 15:33:03,2021-08-03 15:33:03,01/08/2021,20:00:00,A NOITE,2021-08-03 00:00:00,2021-08-03 15:33:03,Não,Rua Walter Galetto,100.0,S.PAULO,SP,-23.566485,-46.4860785,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,66º D.P. JDIM ARICANDUVA,Localização e/ou Devolução,Localização/Apreensão e Entrega de veículo,Consumado,POINT (-46.4860785 -23.566485)
418,2021,2021-08-03 15:33:03,2021-08-03 15:33:03,01/08/2021,20:00:00,A NOITE,2021-08-03 00:00:00,2021-08-03 15:33:03,Não,Rua Walter Galetto,100.0,S.PAULO,SP,-23.566485,-46.4860785,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,49º D.P. SAO MATEUS,66º D.P. JDIM ARICANDUVA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4860785 -23.566485)
467,2021,2021-08-03 18:05:36,2021-08-03 20:12:40,03/08/2021,15:20:00,A TARDE,2021-08-03 00:00:00,2021-08-03 18:05:36,Não,RUA VICENTE FRANCO TOLENTINO,371.0,S.PAULO,SP,-23.6125494583414,-46.5064675626097,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,DEIC - 3ª DELEGACIA DA DIVECAR,70º D.P. VILA EMA,Localização e/ou Devolução,Localização/Apreensão e Entrega de objeto,Consumado,POINT (-46.5064675626097 -23.6125494583414)
469,2021,2021-08-03 18:05:36,2021-08-03 20:12:40,03/08/2021,15:20:00,A TARDE,2021-08-03 00:00:00,2021-08-03 18:05:36,Não,RUA VICENTE FRANCO TOLENTINO,371.0,S.PAULO,SP,-23.6125494583414,-46.5064675626097,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,DEIC - 3ª DELEGACIA DA DIVECAR,70º D.P. VILA EMA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - CARGA,Consumado,POINT (-46.5064675626097 -23.6125494583414)
471,2021,2021-08-03 18:05:36,2021-08-03 20:12:40,03/08/2021,15:20:00,A TARDE,2021-08-03 00:00:00,2021-08-03 18:05:36,Não,RUA VICENTE FRANCO TOLENTINO,371.0,S.PAULO,SP,-23.6125494583414,-46.5064675626097,Via pública,APRECIAÇÃO DO DELEGADO TITULAR,DEIC - 3ª DELEGACIA DA DIVECAR,70º D.P. VILA EMA,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.5064675626097 -23.6125494583414)
499,2021,2021-08-04 00:06:45,2021-08-04 00:22:37,03/08/2021,20:00:00,A NOITE,2021-08-04 00:00:00,2021-08-04 00:06:45,Não,AVENIDA JACÚ PESSEGO,3799.0,S.PAULO,SP,-23.5127770204984,-46.4566846080038,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DELEGACIA ELETRONICA,63º D.P. VILA JACUI,L 9503/97 - Código de Trânsito Brasileiro,Lesão corporal culposa na direção de veículo automotor (Art. 303),Consumado,POINT (-46.4566846080038 -23.5127770204984)
501,2021,2021-08-04 00:06:45,2021-08-04 00:22:37,03/08/2021,20:00:00,A NOITE,2021-08-04 00:00:00,2021-08-04 00:06:45,Não,AVENIDA JACÚ PESSEGO,3799.0,S.PAULO,SP,-23.5127770204984,-46.4566846080038,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,DELEGACIA ELETRONICA,63º D.P. VILA JACUI,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.4566846080038 -23.5127770204984)
513,2021,2021-08-04 00:01:06,2021-08-04 01:13:05,02/08/2021,15:00:00,A TARDE,2021-08-04 00:00:00,2021-08-04 00:01:06,Não,AVENIDA WENCESLAU DE QUEIROZ,44.0,S.PAULO,SP,-23.5363515964524,-46.7555385360004,Via pública,ENCAMINHAMENTO DP ÁREA DO FATO,10º D.P. OSASCO,93º D.P. JAGUARÉ,Título II - Patrimônio (arts. 155 a 183),Roubo (art. 157) - VEICULO,Consumado,POINT (-46.7555385360004 -23.5363515964524)
